"Inspection","Permit_ID","Date","Time","Inspection_Type","Critical_Violations","Non_Critical_Violations","Critical_Violations_Corrected_On_Site","Critical_Violations_To_Be_Resolved","Non_Critical_Violations_Corrected_On_Site","Non_Critical_Violations_To_Be_Resolved"
177239,2720,"2013-01-07","14:35","Routine","5","2","3","0","1","0"
177241,2803,"2013-01-08","14:15","Routine","0","0","0","0","0","0"
177242,2603,"2013-01-09","10:45","Routine","5","1","0","0","0","0"
177243,3195,"2013-01-09","10:40","Follow-up","3","2","1","0","0","0"
177247,3402,"2013-01-10","10:40","Routine","4","2","0","0","0","0"
177248,3322,"2013-01-10","23:55","Routine","3","2","0","0","0","0"
177249,3601,"2013-01-10","13:45","Routine","2","2","0","0","2","0"
177250,2676,"2013-01-09","17:30","Routine","2","1","0","0","0","0"
177251,4971,"2013-01-14","24:30","Complaint","10","1","0","0","0","0"
177253,5350,"2013-01-15","24:30","Follow-up","2","1","0","0","0","0"
177254,6202,"2013-01-14","13:55","Complaint","3","0","0","0","0","0"
177255,147377,"2013-01-15","22:50","NEW OWNERSHIP","2","0","2","0","0","0"
177256,3024,"2013-01-16","17:30","Follow-up","1","1","1","0","0","0"
177257,6913,"2013-01-16","18:45","Routine","2","1","0","0","0","0"
177258,3499,"2013-01-16","19:40","Follow-up","6","1","1","0","0","0"
177259,3534,"2013-01-17","13:40","Complaint","2","1","0","0","0","0"
177261,2548,"2013-01-17","17:40","Routine","2","3","0","0","0","0"
177262,2674,"2013-01-17","19:15","Routine","5","1","0","0","0","0"
177263,3432,"2013-01-17","24:00","Routine","4","0","0","0","0","0"
177264,2840,"2013-01-23","13:30","NEW OWNERSHIP","3","2","3","0","0","0"
177265,1896,"2013-01-18","24:15","Complaint","5","3","0","0","0","0"
177266,2676,"2013-01-18","09:45","Follow-up","2","2","2","0","0","0"
177268,3402,"2013-01-24","13:50","Follow-up","2","1","2","0","0","0"
177269,3322,"2013-01-24","24:00","Follow-up","2","1","2","0","0","0"
177271,2720,"2013-01-25","13:35","Follow-up","2","0","2","0","0","0"
177272,2603,"2013-01-25","24:00","Follow-up","2","0","2","0","0","0"
177274,2644,"2013-01-23","24:15","Routine","3","1","2","0","0","0"
177277,3601,"2013-01-29","24:15","Follow-up","2","0","2","0","0","0"
177278,3569,"2013-01-31","13:00","Routine","5","0","1","0","0","0"
177279,3432,"2013-01-30","00:00","Follow-up","1","0","1","0","0","0"
177280,5350,"2013-01-30","10:45","Follow-up","0","0","0","0","0","0"
177281,6913,"2013-01-31","24:00","Follow-up","2","1","2","0","1","0"
177282,3195,"2013-01-31","10:40","Follow-up","2","0","2","0","0","0"
177283,6447,"2013-02-01","13:00","Routine","6","0","1","0","0","0"
177284,3534,"2013-02-01","11:40","Follow-up","2","0","2","0","0","0"
177286,1857,"2013-02-05","11:00","Complaint","9","3","4","0","0","0"
177290,2583,"2013-02-06","13:45","Routine","2","0","1","0","0","0"
177291,2230,"2013-02-07","10:35","Routine","7","2","2","0","0","0"
177292,3001,"2013-02-07","24:30","Follow-up","2","0","2","0","0","0"
177294,3351,"2013-02-08","11:55","Routine","2","1","2","0","0","0"
177297,3542,"2013-02-11","24:30","Routine","5","2","0","0","0","0"
177298,3569,"2013-02-12","14:55","Follow-up","2","1","2","0","0","0"
177299,6447,"2013-02-12","10:45","Follow-up","2","0","2","0","0","0"
177301,5854,"2013-02-12","10:45","Complaint","3","2","0","0","0","0"
177303,5135,"2013-02-13","24:40","Complaint","5","2","0","0","0","0"
177305,6692,"2013-02-13","11:15","Routine","1","3","0","0","1","0"
177307,5180,"2013-02-15","13:00","Routine","4","0","2","0","0","0"
177311,1552,"2013-02-19","10:40","Follow-up","3","0","3","0","0","0"
177312,1698,"2013-02-19","13:40","Follow-up","3","0","3","0","0","0"
177314,147452,"2013-02-20","13:35","Preoperational","0","1","0","0","1","0"
177316,5611,"2013-02-21","14:15","Follow-up","2","0","2","0","0","0"
177317,1816,"2013-02-21","13:00","Follow-up","3","1","3","0","0","0"
177320,5547,"2013-02-19","14:30","Follow-up","2","1","2","0","0","0"
177321,5726,"2013-02-22","14:00","Follow-up","5","1","5","0","0","0"
177324,1910,"2013-02-25","13:30","Follow-up","6","1","2","0","0","0"
177325,1582,"2013-02-25","10:40","Follow-up","4","0","2","0","0","0"
177327,2599,"2013-02-26","13:45","Complaint","5","0","1","0","0","0"
177330,2246,"2013-02-26","24:30","Follow-up","2","1","2","0","0","0"
177331,5932,"2013-02-27","14:45","Follow-up","1","0","0","0","0","0"
177332,5180,"2013-02-27","24:05","Follow-up","2","0","2","0","0","0"
177333,147469,"2013-02-27","10:35","Preoperational","1","0","0","0","0","0"
177334,6590,"2013-02-27","13:30","Follow-up","2","0","2","0","0","0"
177335,2869,"2013-02-28","14:30","Follow-up","2","0","0","0","0","0"
177338,147469,"2013-03-01","16:05","Preoperational","0","0","0","0","0","0"
177339,5135,"2013-03-01","13:15","Follow-up","3","0","3","0","0","0"
177340,3542,"2013-03-01","24:00","Follow-up","2","1","2","0","0","0"
177341,5854,"2013-03-01","10:35","Follow-up","1","1","1","0","0","0"
177342,5854,"2013-03-01","10:35","Follow-up","0","0","0","0","0","0"
177343,6692,"2013-03-01","14:35","Follow-up","0","0","0","0","0","0"
177350,5035,"2013-03-05","13:45","Routine","5","2","1","0","0","0"
177351,6678,"2013-03-07","10:35","Complaint","4","2","0","0","0","0"
177352,6678,"2013-03-07","10:35","Complaint","0","0","0","0","0","0"
177354,3477,"2013-03-07","14:20","Routine","3","1","1","0","0","0"
177356,2628,"2013-03-08","10:35","Follow-up","3","0","3","0","0","0"
177357,3388,"2013-03-08","24:20","Follow-up","4","0","4","0","0","0"
177359,2583,"2013-03-08","14:40","Follow-up","2","0","2","0","0","0"
177360,2571,"2013-03-11","10:38","Follow-up","3","0","3","0","0","0"
177361,2599,"2013-03-11","11:45","Follow-up","2","0","2","0","0","0"
177362,2599,"2013-03-11","11:45","Follow-up","0","0","0","0","0","0"
177363,5585,"2013-03-11","13:20","Follow-up","3","0","3","0","0","0"
177364,5585,"2013-03-11","13:20","Follow-up","0","0","0","0","0","0"
177365,6151,"2013-03-11","14:15","Follow-up","3","0","3","0","0","0"
177367,7085,"2013-03-12","15:00","Complaint","3","1","0","0","0","0"
177368,1582,"2013-03-12","13:15","Follow-up","3","0","3","0","0","0"
177369,1855,"2013-03-12","24:20","Follow-up","3","0","3","0","0","0"
177370,6575,"2013-03-11","11:15","Follow-up","2","0","2","0","0","0"
177374,6678,"2013-03-14","14:25","Follow-up","2","0","2","0","0","0"
177376,6251,"2013-03-14","10:35","Complaint","4","1","0","0","0","0"
177377,5616,"2013-03-14","24:25","Routine","6","2","1","0","0","0"
177381,3861,"2013-03-19","24:00","Routine","3","1","0","0","0","0"
177383,3529,"2013-03-19","14:55","Routine","2","2","0","0","0","0"
177387,3863,"2013-03-21","24:05","Routine","2","0","2","0","0","0"
177392,1969,"2013-03-25","10:30","Follow-up","3","0","3","0","0","0"
177393,2143,"2013-03-25","24:15","License Renewal","6","1","1","0","0","0"
177394,147528,"2013-03-25","14:10","License Renewal","5","2","0","0","0","0"
177396,2992,"2013-03-26","11:45","Routine","4","2","1","0","0","0"
177397,2947,"2013-03-27","13:30","Routine","6","1","1","0","0","0"
177398,2232,"2013-03-27","24:05","Complaint","8","1","3","0","0","0"
177399,1986,"2013-03-27","13:45","Complaint","8","1","3","0","0","0"
177400,2666,"2013-03-27","17:55","Follow-up","2","1","2","0","1","0"
177401,5580,"2013-03-27","19:25","Follow-up","1","1","1","0","1","0"
177402,1929,"2013-03-27","20:25","Follow-up","2","1","2","0","0","0"
177405,1266,"2013-03-28","17:55","Follow-up","1","1","1","0","0","0"
177406,4886,"2013-03-28","18:50","Follow-up","3","0","3","0","0","0"
177407,6959,"2013-03-28","20:15","Follow-up","2","1","2","0","0","0"
177410,5203,"2013-03-29","14:35","Follow-up","4","0","4","0","0","0"
177413,2859,"2013-04-01","14:00","Routine","4","1","0","0","0","0"
177416,4692,"2013-04-02","24:20","Routine","4","3","1","0","0","0"
177417,3103,"2013-04-02","14:00","Complaint","6","2","1","0","0","0"
177418,5351,"2013-04-02","17:55","Routine","3","1","0","0","0","0"
177419,137271,"2013-04-02","19:25","Routine","3","1","1","0","0","0"
177421,3861,"2013-04-03","11:50","Follow-up","2","0","2","0","0","0"
177424,3711,"2013-04-04","10:35","Routine","4","2","2","0","0","0"
177425,3876,"2013-04-04","24:25","Routine","4","3","1","0","0","0"
177426,6864,"2013-04-04","14:25","Routine","4","3","1","0","0","0"
177427,3875,"2013-04-05","10:40","Routine","4","3","1","0","0","0"
177429,4785,"2013-04-05","13:35","Routine","1","0","1","0","0","0"
177430,147376,"2013-04-08","10:40","Complaint","5","5","0","0","0","0"
177431,5070,"2013-04-08","24:50","Routine","6","2","2","0","0","0"
177432,3529,"2013-04-09","10:50","Follow-up","2","1","2","0","0","0"
177433,6864,"2013-04-09","24:00","Follow-up","3","0","3","0","0","0"
177434,3876,"2013-04-09","13:10","Follow-up","3","0","2","0","0","0"
177435,3711,"2013-04-09","14:25","Follow-up","3","0","3","0","0","0"
177436,7148,"2013-04-09","17:55","Routine","3","2","2","0","0","0"
179085,2470,"2013-01-07","09:43","Routine","4","7","1","0","3","0"
179086,147356,"2013-01-07","24:00","Preoperational","0","2","0","0","1","0"
179087,1193,"2013-01-07","10:00","Complaint","1","2","1","0","1","1"
179091,147343,"2013-01-07","11:20","Preoperational","0","1","0","0","1","0"
179094,2471,"2013-01-07","11:29","Complaint","1","7","1","0","2","0"
179098,5282,"2013-01-07","10:06","Routine","1","1","0","0","0","0"
179099,2997,"2013-01-07","10:30","Routine","2","2","2","0","1","0"
179102,2376,"2013-01-08","10:54","Routine","6","3","3","0","3","0"
179104,2382,"2013-01-08","09:49","Routine","5","8","2","0","2","0"
179116,916,"2013-01-07","14:09","Routine","0","5","0","0","4","0"
179125,5131,"2013-01-09","10:10","Routine","0","2","0","0","1","1"
179129,2975,"2013-01-09","11:00","Routine","1","0","1","0","0","0"
179134,4268,"2013-01-09","24:56","Complaint","4","6","3","0","1","0"
179136,2636,"2013-01-08","10:00","Routine","0","1","0","0","0","0"
179137,6873,"2013-01-08","17:30","Routine","2","1","1","0","0","0"
179138,6098,"2012-12-31","10:15","Routine","1","2","1","0","2","0"
179139,3841,"2013-01-10","09:39","Complaint","8","7","3","0","3","0"
179140,4912,"2013-01-02","10:45","Complaint","2","5","2","0","2","0"
179141,4373,"2013-01-02","11:55","Routine","3","4","2","0","0","0"
179142,4385,"2013-01-02","13:50","Routine","2","5","2","0","0","0"
179148,147364,"2013-01-10","14:20","New ownership","0","1","0","0","1","0"
179150,1262,"2013-01-10","10:10","Routine","1","2","0","0","2","0"
179153,6110,"2013-01-10","17:00","Routine","1","1","1","0","1","0"
179158,1525,"2013-01-10","17:30","Routine","1","1","1","0","0","0"
179159,4604,"2013-01-11","14:01","Follow-up","0","0","0","0","0","0"
179161,147357,"2013-01-11","13:23","Preoperational","0","2","0","0","0","0"
179162,2905,"2013-01-11","18:40","Routine","0","3","0","0","0","0"
179163,5664,"2013-01-07","17:20","Complaint","4","3","0","0","0","0"
179164,6872,"2013-01-07","19:45","Complaint","1","4","0","0","0","0"
179165,3069,"2013-01-08","19:20","Routine","2","6","0","0","0","0"
179166,3001,"2013-01-08","17:20","Routine","2","2","0","0","0","0"
179167,3793,"2013-01-10","08:45","Restoration","0","0","0","0","0","0"
179168,2540,"2013-01-08","19:45","Routine","1","5","1","0","0","0"
179170,1179,"2013-01-14","13:06","Complaint","4","4","2","0","1","0"
179172,3865,"2013-01-14","24:00","Follow-up","0","0","0","0","0","0"
179173,1565,"2013-01-14","13:43","Follow-up","0","0","0","0","0","0"
179176,4025,"2013-01-09","14:00","Routine","1","0","1","0","0","0"
179177,5098,"2013-01-10","11:00","Routine","0","2","0","0","1","0"
179183,4057,"2013-01-15","09:54","Routine","5","10","2","0","3","0"
179186,147371,"2013-01-15","24:55","Preoperational","0","0","0","0","0","0"
179187,4373,"2013-01-15","14:00","Follow-up","0","0","0","0","0","0"
179188,2105,"2013-01-15","11:00","Routine","1","1","1","0","1","0"
179189,3857,"2013-01-15","14:30","Routine","0","3","0","0","2","0"
179190,6285,"2013-01-15","11:00","Complaint","2","2","1","0","2","0"
179191,3841,"2013-01-15","16:20","Complaint","1","3","1","0","3","0"
179192,4971,"2013-01-14","17:30","Follow-up","0","0","0","0","0","0"
179193,2470,"2013-01-15","11:15","Follow-up","0","0","0","0","0","0"
179195,2382,"2013-01-15","13:30","Follow-up","0","0","0","0","0","0"
179196,5193,"2013-01-15","11:56","Routine","0","4","0","0","2","0"
179197,2376,"2013-01-15","14:30","Follow-up","0","0","0","0","0","0"
179198,2008,"2013-01-15","14:15","Routine","2","4","2","0","1","0"
179204,5131,"2013-01-16","11:30","Follow-up","0","0","0","0","0","0"
179205,4268,"2013-01-16","13:49","Follow-up","0","0","0","0","0","0"
179207,147309,"2013-01-16","14:12","RE-OPENING","0","0","0","0","0","0"
179208,147368,"2013-01-16","14:50","Preoperational","1","4","1","0","3","0"
179209,916,"2013-01-16","11:43","Routine","0","3","0","0","3","0"
179210,594,"2013-01-16","14:30","Routine","1","4","0","0","4","0"
179211,4055,"2013-01-16","11:35","Routine","3","0","3","0","0","0"
179212,147374,"2013-01-16","11:35","Preoperational","0","0","0","0","0","0"
179213,3971,"2013-01-16","13:30","Routine","2","2","2","0","1","0"
179215,4037,"2013-01-16","14:00","Routine","2","0","0","0","0","0"
179221,2390,"2013-01-17","24:00","Routine","0","3","0","0","1","0"
179223,1552,"2013-01-17","10:50","Complaint","3","1","2","0","0","0"
179225,4832,"2013-01-18","10:01","Routine","4","3","3","0","2","0"
179230,2580,"2013-01-18","17:30","Routine","9","10","1","0","2","0"
179231,5708,"2013-01-18","11:00","Routine","1","0","1","0","0","0"
179232,5992,"2013-01-17","13:20","Follow-up","0","0","0","0","0","0"
179236,147309,"2013-01-22","13:15","License  renewal","0","0","0","0","0","0"
179237,1179,"2013-01-22","10:16","Follow-up","0","0","0","0","0","0"
179245,5062,"2013-01-18","10:55","Routine","3","3","1","0","0","0"
179247,2060,"2013-01-18","11:15","Follow-up","0","0","0","0","0","0"
179250,1024,"2013-01-22","13:10","Complaint","2","5","0","0","0","0"
179251,147378,"2013-01-23","24:46","Ownership change","0","0","0","0","0","0"
179267,3443,"2013-01-24","10:05","Complaint","8","10","3","0","1","0"
179269,4971,"2013-01-14","17:30","Restoration","0","0","0","0","0","0"
179270,6613,"2013-01-24","11:45","Routine","2","1","1","0","1","0"
179271,3098,"2013-01-14","19:45","Follow-up","0","0","0","0","0","0"
179273,4037,"2013-01-24","10:15","Follow-up","0","0","0","0","0","0"
179275,147391,"2013-01-24","11:12","Routine","1","2","0","1","2","0"
179276,147384,"2013-01-24","13:15","Ownership  change","0","0","0","0","0","0"
179277,5297,"2013-01-24","14:00","Routine","0","2","0","0","2","0"
179281,3935,"2013-01-24","13:00","Routine","1","0","1","0","0","0"
179282,3934,"2013-01-24","14:00","Routine","1","2","0","0","0","0"
179283,1305,"2013-01-24","11:20","Routine","2","2","2","0","0","0"
179284,4600,"2013-01-24","13:56","Routine","0","0","0","0","0","0"
179286,2696,"2013-01-15","19:30","Follow-up","1","0","0","0","0","0"
179287,2516,"2013-01-25","24:18","Routine","9","15","4","0","4","0"
179291,147312,"2013-01-15","17:30","Follow-up","0","0","0","0","0","0"
179292,739,"2013-01-25","13:24","Routine","3","3","0","3","2","1"
179298,4552,"2013-01-24","14:35","Routine","0","2","0","0","2","0"
179299,1287,"2013-01-25","10:35","Routine","1","4","1","0","1","0"
179300,3443,"2013-01-26","10:15","Restoration","0","2","0","0","0","0"
179301,4353,"2013-01-28","11:29","Routine","3","6","2","0","2","0"
179302,147403,"2013-01-16","15:05","Preoperational","0","5","0","0","0","0"
179307,1304,"2013-01-25","11:45","Routine","2","0","2","0","0","0"
179312,5468,"2013-01-29","10:01","Complaint","4","7","3","0","3","0"
179313,3815,"2013-01-29","24:05","Routine","7","17","3","0","5","0"
179323,147404,"2013-01-29","14:19","Ownership change","1","1","1","0","0","1"
179328,5163,"2013-01-30","10:03","Routine","1","5","1","0","1","0"
179331,147409,"2013-01-30","24:51","Routine","4","8","1","0","1","0"
179333,1836,"2013-01-30","24:35","Routine","0","2","0","0","1","0"
179334,4431,"2013-01-30","24:27","Routine","6","3","1","5","0","2"
179336,4433,"2013-01-30","11:20","Routine","3","3","1","2","1","2"
179340,4200,"2013-01-30","11:00","Follow-up","0","0","0","0","0","0"
179341,3470,"2013-01-31","09:58","Routine","11","18","6","0","6","0"
179342,147407,"2013-01-31","11:00","Ownership change","0","0","0","0","0","0"
179343,2516,"2013-01-31","11:35","Follow-up","0","0","0","0","0","0"
179346,2516,"2013-01-31","10:45","Follow-up","1","0","0","0","0","0"
179348,147410,"2013-02-01","11:24","Preoperational","2","6","0","0","3","0"
179350,147411,"2013-02-01","11:15","load change","2","2","0","0","0","0"
179351,5735,"2013-01-30","14:52","Complaint","1","3","0","0","3","0"
179352,972,"2013-02-01","24:50","Complaint","1","2","1","0","2","0"
179353,1024,"2013-01-30","13:32","Complaint","0","0","0","0","0","0"
179362,5932,"2013-02-01","13:10","Routine","1","3","0","0","2","0"
179363,1046,"2013-02-05","10:33","Complaint","3","7","2","0","1","0"
179364,1044,"2013-02-05","24:50","Routine","6","7","2","0","2","0"
179368,2971,"2013-02-05","10:15","Routine","4","0","4","0","0","0"
179370,1698,"2013-02-05","24:10","Complaint","3","3","1","0","1","0"
179371,4405,"2013-02-05","13:27","Complaint","2","3","0","2","0","3"
179373,1910,"2013-02-05","10:50","Complaint","5","4","2","0","1","0"
179374,6378,"2013-02-05","11:27","Routine","0","2","0","0","2","0"
179376,6016,"2013-02-05","16:01","Routine","0","4","0","0","4","0"
179377,2972,"2013-02-05","14:00","Routine","1","0","1","0","0","0"
179378,3423,"2013-02-01","11:15","Routine","3","1","0","0","0","0"
179379,3296,"2013-02-01","13:10","Routine","3","1","3","0","1","0"
179380,147407,"2013-02-05","15:30","Ownership change","0","0","0","0","0","0"
179382,147410,"2013-02-06","10:10","Follow-up","0","1","0","0","0","0"
179383,4092,"2013-02-06","11:06","Routine","5","7","1","0","3","0"
179384,4091,"2013-02-06","13:22","Routine","0","3","0","0","0","0"
179386,6106,"2013-02-05","17:05","Complaint","3","4","0","0","0","0"
179388,5547,"2013-02-06","11:45","Routine","2","1","1","0","0","0"
179390,4114,"2013-02-06","11:21","Routine","3","2","2","1","0","2"
179391,7084,"2013-02-06","13:20","Routine","0","2","0","0","2","0"
179392,5223,"2013-02-06","13:46","Complaint","0","3","0","0","3","0"
179394,1056,"2013-02-06","17:00","Routine","0","2","0","0","2","0"
179397,1080,"2013-02-06","11:01","Routine","0","3","0","0","3","0"
179400,1816,"2013-02-07","10:45","Routine","5","8","0","0","3","0"
179401,147417,"2013-02-07","11:20","Preoperational","1","0","0","0","0","0"
179403,5468,"2013-02-07","10:10","Follow-up","0","0","0","0","0","0"
179404,2018,"2013-02-07","11:24","Follow-up","0","0","0","0","0","0"
179405,2023,"2013-02-07","24:20","Follow-up","0","0","0","0","0","0"
179406,147391,"2013-02-07","14:32","Follow-up","0","0","0","0","0","0"
179407,6017,"2013-02-06","13:45","Routine","1","3","0","0","2","0"
179408,6115,"2013-02-07","11:50","Routine","0","1","0","0","0","0"
179409,6424,"2013-02-07","13:30","Routine","2","3","2","0","2","0"
179410,1280,"2013-02-07","16:25","Complaint","0","0","0","0","0","0"
179417,5657,"2013-02-08","10:19","Complaint","8","14","4","0","7","0"
179419,147252,"2013-02-05","13:15","Complaint","2","3","0","0","0","0"
179430,2178,"2013-02-11","11:10","Complaint","5","3","3","0","1","0"
179431,5993,"2013-02-11","10:22","Routine","1","3","0","1","0","3"
179433,2534,"2013-02-11","22:24","Routine","2","3","1","0","0","0"
179434,2536,"2013-02-11","11:52","Routine","7","13","3","0","4","0"
179437,1033,"2013-02-12","09:50","Routine","0","0","0","0","0","0"
179438,1033,"2013-02-11","13:00","Routine","2","0","0","2","0","0"
179439,4405,"2013-02-12","10:15","Follow-up","0","0","0","0","0","0"
179442,4114,"2013-02-12","24:15","Follow-up","0","0","0","0","0","0"
179443,4433,"2013-02-12","13:45","Follow-up","0","0","0","0","0","0"
179444,2535,"2013-02-12","10:20","Routine","3","2","1","0","1","0"
179445,861,"2013-02-11","10:20","Routine","1","2","1","0","2","0"
179446,809,"2013-02-11","23:22","Routine","0","2","0","0","2","0"
179447,840,"2013-02-11","14:52","Routine","1","3","1","0","3","0"
179448,813,"2013-02-11","16:40","Routine","1","2","0","0","2","0"
179449,3815,"2013-02-12","11:30","Follow-up","0","0","0","0","0","0"
179452,5932,"2013-02-13","10:30","Follow-up","1","0","0","0","0","0"
179453,147436,"2013-02-13","24:38","Routine","7","10","4","0","4","0"
179454,147424,"2013-02-13","11:40","Preoperational","1","4","0","0","0","0"
179459,147329,"2013-02-13","14:00","Follow-up","0","1","0","0","0","0"
179461,6129,"2013-02-13","09:40","License Renewal","5","8","4","0","4","0"
179463,147252,"2013-02-13","23:10","Follow-up","1","0","0","0","0","0"
179464,3423,"2013-02-13","13:00","Follow-up","0","0","0","0","0","0"
179466,739,"2013-02-13","24:10","Follow-up","0","0","0","0","0","0"
179467,2232,"2013-02-14","11:35","Complaint","3","3","2","0","1","0"
179468,1839,"2013-02-08","14:10","Complaint","0","1","0","0","0","0"
179471,2045,"2013-02-13","11:45","Follow-up","0","0","0","0","0","0"
179472,1586,"2013-02-12","14:31","Follow-up","0","0","0","0","0","0"
179473,2221,"2013-02-12","24:20","Follow-up","0","0","0","0","0","0"
179474,1024,"2013-02-14","09:47","Complaint","7","14","2","0","4","0"
179485,1044,"2013-02-14","13:55","Follow-up","0","0","0","0","0","0"
179486,147409,"2013-02-14","14:56","Follow-up","0","0","0","0","0","0"
179490,5286,"2013-02-15","13:15","Routine","2","0","2","0","0","0"
179493,147445,"2013-02-15","10:50","CHANGE OF OWNERSHIP","1","0","0","0","0","0"
179494,542,"2013-02-15","12:17","Routine","1","4","0","0","3","0"
179499,147424,"2013-02-19","14:45","Preoperational","0","0","0","0","0","0"
179503,5993,"2013-02-19","22:32","Follow-up","0","0","0","0","0","0"
179505,1033,"2013-02-19","24:05","Follow-up","0","0","0","0","0","0"
179506,147389,"2013-02-19","11:46","Complaint","6","6","3","0","2","0"
179510,2246,"2013-02-19","17:00","Complaint","2","2","0","0","0","0"
179511,6417,"2013-02-19","18:05","Follow-up","0","2","0","0","0","2"
179515,4386,"2013-02-15","11:33","Complaint","0","0","0","0","0","0"
179518,5008,"2013-02-20","08:00","Routine","0","0","0","0","0","0"
179527,4015,"2013-02-20","10:10","Follow-up","0","0","0","0","0","0"
179528,6069,"2013-02-20","13:10","Follow-up","0","0","0","0","0","0"
179536,147415,"2013-02-04","14:00","New ownership","3","0","0","0","0","0"
179554,147456,"2013-01-23","13:00","Preoperational","0","0","0","0","0","0"
179556,2178,"2013-02-22","09:29","Follow-up","0","0","0","0","0","0"
179557,3870,"2013-02-21","11:35","Complaint","3","1","1","0","0","0"
179559,3296,"2013-02-21","10:31","Routine","0","0","0","0","0","0"
179577,4019,"2013-02-22","17:00","Complaint","2","4","0","0","0","0"
179578,6014,"2013-02-22","18:10","Complaint","2","3","0","0","0","0"
179579,3591,"2013-02-22","19:25","Complaint","1","1","0","0","0","0"
179581,3470,"2013-02-22","13:10","Follow-up","1","0","0","0","0","0"
179582,5657,"2013-02-22","14:10","Follow-up","0","0","0","0","0","0"
179587,5012,"2013-02-25","20:35","Routine","1","0","1","0","0","0"
179591,2877,"2013-02-22","11:00","Follow-up","0","0","0","0","0","0"
179593,2178,"2013-02-21","14:30","Follow-up","0","0","0","0","0","0"
179595,147436,"2013-02-25","13:35","Follow-up","0","0","0","0","0","0"
179596,6954,"2013-02-25","11:15","Follow-up","0","0","0","0","0","0"
179597,5292,"2013-02-25","24:00","Follow-up","0","0","0","0","0","0"
179598,5226,"2013-02-25","24:35","Follow-up","0","0","0","0","0","0"
179601,4886,"2013-02-25","17:00","Routine","2","4","1","0","0","0"
179602,5495,"2013-02-26","11:43","Routine","0","0","0","0","0","0"
179611,7139,"2013-02-26","24:10","Routine","1","0","1","0","0","0"
179613,564,"2013-02-26","17:00","Routine","4","0","0","0","0","0"
179614,5618,"2013-02-26","18:00","Follow-up","1","0","0","1","0","0"
179618,4531,"2013-02-27","24:05","Follow-up","0","0","0","0","0","0"
179632,4519,"2013-02-27","12:35","Complaint","0","3","0","0","2","0"
179633,7115,"2013-02-27","13:40","Follow-up","0","1","0","0","0","0"
179643,6664,"2013-02-28","13:45","Complaint","1","3","1","0","0","0"
179647,976,"2013-03-01","12:08","Routine","0","4","0","0","4","0"
179648,1085,"2013-02-27","11:10","Routine","0","0","0","0","0","0"
179650,1085,"2013-02-27","14:00","Routine","3","1","0","0","0","0"
179652,6576,"2013-02-28","10:45","Complaint","2","1","2","0","1","0"
179654,1086,"2013-02-27","11:10","Routine","1","0","1","0","0","0"
179663,147477,"2013-03-01","11:30","Preoperational","0","1","0","0","0","0"
179665,6925,"2013-03-01","17:00","Routine","5","5","0","0","0","0"
179668,147481,"2013-03-01","14:57","Routine","2","0","1","0","0","0"
179669,2558,"2013-03-01","18:35","Routine","1","6","0","0","0","0"
179671,6232,"2013-03-01","19:30","Routine","0","4","0","0","0","0"
179673,137257,"2013-03-01","20:15","Routine","2","3","0","0","0","0"
179674,137263,"2013-03-01","21:20","Routine","0","1","0","0","0","0"
179676,5549,"2013-03-01","14:30","Complaint","2","2","0","0","0","0"
179679,6151,"2013-03-01","24:20","Routine","2","3","1","0","0","0"
179683,5585,"2013-03-01","11:35","Routine","3","2","1","0","1","0"
179684,2571,"2013-03-01","13:15","Routine","2","1","2","0","0","0"
179687,6925,"2013-03-02","16:30","Restoration","4","4","0","4","0","3"
179688,7007,"2013-03-04","10:30","Routine","0","0","0","0","0","0"
179689,6992,"2013-03-04","11:10","Routine","0","0","0","0","0","0"
179694,6967,"2013-03-04","24:35","Routine","0","2","0","0","0","0"
179707,6774,"2013-03-04","24:45","Routine","2","1","1","0","1","0"
179710,4067,"2013-03-04","11:43","Complaint","2","2","1","0","0","0"
179711,4064,"2013-03-04","23:57","Routine","1","0","1","0","0","0"
179712,4069,"2013-03-04","14:57","Routine","0","2","0","0","2","0"
179713,4065,"2013-03-04","16:50","Routine","0","1","0","0","1","0"
179715,1566,"2013-03-04","24:10","Routine","1","0","0","0","0","0"
179716,2612,"2013-02-28","17:45","Routine","2","4","0","0","0","0"
179717,2592,"2013-02-27","18:45","Routine","1","0","1","0","0","0"
179719,3870,"2013-03-04","24:00","Follow-up","0","0","0","0","0","0"
179721,5521,"2013-03-05","10:31","Routine","2","1","1","0","0","0"
179722,93291,"2013-03-04","17:00","Routine","0","3","0","0","0","0"
179723,6742,"2013-03-04","17:50","Routine","2","2","0","0","0","0"
179724,5208,"2013-03-04","18:45","Routine","0","1","0","0","0","0"
179725,6925,"2013-03-04","19:35","Restoration","1","2","1","0","1","1"
179735,3785,"2013-03-05","11:15","Complaint","3","1","0","0","0","0"
179736,1417,"2013-03-06","13:10","Routine","2","0","2","0","0","0"
179737,3636,"2013-03-05","14:00","Routine","3","0","1","0","0","0"
179739,5664,"2013-03-05","14:00","Follow-up","2","3","0","0","0","0"
179740,5915,"2013-03-05","17:00","Routine","0","2","0","0","0","0"
179742,564,"2013-03-05","19:50","Follow-up","1","0","1","1","0","0"
179743,555,"2013-03-05","20:35","Routine","1","1","0","0","0","0"
179744,539,"2013-03-05","21:10","Routine","2","1","0","0","0","0"
179746,1855,"2013-03-07","11:45","Complaint","3","4","0","0","1","0"
